Fighter,Wins,Losses,Stance,Weight Class,Total Rounds Fought,Title fights,KOs,Submissions,TKO/DoctorStoppage,age,Gender,Height,Weight,Reach,WinRate
Feng Xiaocan,2,0,Southpaw,Women's Strawweight,4,0,1,0,0,22,FEMALE,170.18,115,167.64,1.0
Issei Tamura,1,1,Orthodox,Bantamweight,4,0,1,0,0,29,MALE,165.1,135,160.02,0.5
Sam Patterson,2,1,Orthodox,Welterweight,4,0,0,2,0,28,MALE,190.5,170,198.12,0.667
John Albert,1,3,Orthodox,Bantamweight,4,0,1,0,0,26,MALE,172.72,135,172.72,0.25
Trey Waters,1,1,Orthodox,Welterweight,4,0,0,0,0,29,MALE,195.58,170,195.58,0.5
Ian Garry,2,0,Orthodox,Welterweight,4,0,1,0,0,24,MALE,190.5,170,187.96,1.0
Ibo Aslan,2,0,Orthodox,Light Heavyweight,4,0,2,0,0,28,MALE,190.5,205,195.58,1.0
Iliarde Santos,0,2,Orthodox,Flyweight,4,0,0,0,0,33,MALE,165.1,125,167.64,0.0
Serhiy Sidey,1,1,Switch,Bantamweight,4,0,1,0,0,28,MALE,180.34,135,182.88,0.5
Isaac Dulgarian,1,1,Orthodox,Featherweight,4,0,1,0,0,28,MALE,170.18,145,180.34,0.5
Jacob Kilburn,0,2,Orthodox,Featherweight,4,0,0,0,0,25,MALE,175.26,145,182.88,0.0
Alvaro Herrera,1,2,Orthodox,Lightweight,4,0,1,0,0,28,MALE,182.88,155,187.96,0.333
Shannon Ross,0,3,Switch,Flyweight,4,0,0,0,0,34,MALE,167.64,125,167.64,0.0
Jesse Forbes,0,2,Southpaw,Middleweight,4,0,0,0,0,25,MALE,187.96,185,190.5,0.0
Jeremy Larsen,0,2,Orthodox,Featherweight,4,0,0,0,0,29,MALE,177.8,145,177.8,0.0
Aisling Daly,1,1,Switch,Women's Strawweight,4,0,0,1,0,27,FEMALE,157.48,115,162.56,0.5
Spike Carlyle,1,1,Switch,Featherweight,4,0,1,0,0,27,MALE,172.72,145,180.34,0.5
Jason Gonzalez,1,2,Southpaw,Lightweight,4,0,0,1,0,29,MALE,187.96,155,187.96,0.333
James Mcsweeney,1,1,Switch,Light Heavyweight,4,0,1,0,0,29,MALE,193.04,230,195.58,0.5
Jared Papazian,0,2,Southpaw,Flyweight,4,0,0,0,0,24,MALE,172.72,135,170.18,0.0
John Salter,1,1,Southpaw,Middleweight,4,0,1,0,0,25,MALE,185.42,185,187.96,0.5
Hector Urbina,1,1,Orthodox,Welterweight,4,0,0,1,0,29,MALE,180.34,170,185.42,0.5
Fernando Padilla,1,1,Orthodox,Featherweight,4,0,1,0,0,27,MALE,185.42,145,193.04,0.5
Yoshiyuki Yoshida,2,2,Southpaw,Welterweight,4,0,0,2,0,35,MALE,180.34,170,177.8,0.5
Ray Rodriguez,0,2,Orthodox,Bantamweight,4,0,0,0,0,33,MALE,170.18,135,177.8,0.0
Francisco Prado,1,1,Orthodox,Lightweight,4,0,1,0,0,21,MALE,177.8,155,175.26,0.5
Tony Sims,1,1,Southpaw,Lightweight,4,0,1,0,0,30,MALE,180.34,155,177.8,0.5
Tonya Evinger,0,2,Orthodox,Women's Bantamweight,4,1,0,0,0,37,FEMALE,170.18,135,177.8,0.0
Augusto Montano,1,1,Orthodox,Welterweight,4,0,1,0,0,31,MALE,185.42,170,185.42,0.5
Augusto Mendes,1,1,Orthodox,Bantamweight,4,0,0,0,0,34,MALE,167.64,135,165.1,0.5
Gadzhi Omargadzhiev,1,1,Switch,Welterweight,4,0,0,1,0,29,MALE,185.42,170,180.34,0.5
Garett Whiteley,0,2,Orthodox,Lightweight,4,0,0,0,0,33,MALE,182.88,155,182.88,0.0
Antonio Trocoli,0,1,Orthodox,Middleweight,4,0,0,0,0,33,MALE,198.12,185,200.66,0.0
Jon Delos Reyes,1,2,Orthodox,Flyweight,4,0,0,1,0,28,MALE,167.64,125,170.18,0.333
Robelis Despaigne,1,1,Orthodox,Heavyweight,4,0,1,0,0,36,MALE,200.66,265,213.36,0.5
Antonio Braga Neto,1,1,Orthodox,Middleweight,4,0,0,1,0,30,MALE,190.5,185,195.58,0.5
Rodolfo Bellato,1,1,Orthodox,Light Heavyweight,4,0,1,0,0,27,MALE,190.5,205,195.58,0.5
Gilbert Urbina,1,1,Orthodox,Welterweight,4,0,1,0,0,27,MALE,190.5,170,190.5,0.5
Yusaku Kinoshita,1,1,Southpaw,Welterweight,4,0,1,0,0,23,MALE,182.88,170,180.34,0.5
Roger Bowling,0,2,Orthodox,Lightweight,4,0,0,0,0,31,MALE,175.26,155,172.72,0.0
Gilbert Yvel,0,2,Orthodox,Heavyweight,4,0,0,0,0,34,MALE,187.96,225,195.58,0.0
Ron Stallings,1,1,Southpaw,Middleweight,4,0,0,0,0,32,MALE,187.96,170,190.5,0.5
Gustavo Lopez,1,1,Orthodox,Bantamweight,4,0,0,1,0,31,MALE,165.1,135,170.18,0.5
Aalon Cruz,1,1,Switch,Featherweight,4,0,1,0,0,31,MALE,182.88,145,198.12,0.5
Dione Barbosa,2,0,Orthodox,Women's Flyweight,4,0,0,1,0,32,FEMALE,167.64,125,167.64,1.0
Nyamjargal Tumendemberel,2,0,Orthodox,Flyweight,4,0,0,1,0,26,MALE,170.18,125,180.34,1.0
Nathan Coy,1,1,Southpaw,Welterweight,4,0,0,0,0,38,MALE,177.8,170,175.26,0.5
Cody Donovan,1,2,Orthodox,Light Heavyweight,4,0,1,0,0,33,MALE,190.5,205,187.96,0.333
Louis Cosce,1,1,Orthodox,Welterweight,4,0,1,0,0,27,MALE,175.26,170,180.34,0.5
Dominic Waters,0,2,Orthodox,Welterweight,4,0,0,0,0,27,MALE,185.42,170,200.66,0.0
Callan Potter,1,1,Orthodox,Welterweight,4,0,0,0,0,35,MALE,182.88,170,182.88,0.5
Niklas Stolze,0,2,Switch,Lightweight,4,0,0,0,0,29,MALE,185.42,155,187.96,0.0
Clayton Carpenter,2,0,Orthodox,Flyweight,4,0,0,1,0,28,MALE,167.64,125,167.64,1.0
Luke Zachrich,1,1,Orthodox,Middleweight,4,0,0,0,0,32,MALE,187.96,185,187.96,0.5
Danny Barlow,2,0,Southpaw,Welterweight,4,0,2,0,0,29,MALE,187.96,170,200.66,1.0
Marcus Levesseur,1,1,Southpaw,Lightweight,4,0,0,0,0,30,MALE,175.26,155,177.8,0.5
Denys Bondar,0,2,Orthodox,Flyweight,4,0,0,0,0,31,MALE,167.64,125,175.26,0.0
Eduardo Garagorri,1,1,Orthodox,Featherweight,4,0,0,0,0,31,MALE,175.26,145,177.8,0.5
Mackens Semerzier,1,1,Orthodox,Featherweight,4,0,0,1,0,31,MALE,175.26,145,182.88,0.5
Magomed Bibulatov,1,1,Orthodox,Flyweight,4,0,0,0,0,30,MALE,165.1,125,165.1,0.5
Marcel Fortuna,1,1,Orthodox,Light Heavyweight,4,0,1,0,0,32,MALE,185.42,205,187.96,0.5
Darrell Montague,0,2,Southpaw,Flyweight,4,0,0,0,0,27,MALE,167.64,125,170.18,0.0
Manuel Torres,4,0,Switch,Lightweight,4,0,3,1,0,29,MALE,177.8,155,185.42,1.0
Milana Dudieva,1,1,Orthodox,Women's Bantamweight,4,0,0,0,0,27,FEMALE,160.02,135,154.94,0.5
Carlo Pedersoli,1,1,Southpaw,Welterweight,4,0,0,0,0,25,MALE,180.34,170,190.5,0.5
Chris Cope,1,1,Orthodox,Welterweight,4,0,0,0,0,28,MALE,182.88,170,182.88,0.5
Carlos Eduardo Rocha,1,1,Orthodox,Welterweight,4,0,0,1,0,30,MALE,177.8,170,177.8,0.5
Carlo Prater,1,1,Switch,Lightweight,4,0,0,0,0,31,MALE,180.34,155,182.88,0.5
Changho Lee,2,0,Orthodox,Bantamweight,4,0,2,0,0,30,MALE,172.72,135,175.26,1.0
Lukasz Sajewski,0,2,Orthodox,Lightweight,4,0,0,0,0,25,MALE,172.72,155,180.34,0.0
Daniel Barez,0,2,Orthodox,Flyweight,4,0,0,0,0,35,MALE,167.64,125,167.64,0.0
Danaa Batgerel,1,1,Orthodox,Bantamweight,4,0,1,0,0,31,MALE,170.18,135,177.8,0.5
Thiago Perpetuo,1,1,Orthodox,Welterweight,4,0,1,0,0,26,MALE,177.8,170,180.34,0.5
Masio Fullen,1,1,Orthodox,Featherweight,4,0,0,0,0,29,MALE,177.8,145,177.8,0.5
Morgan Charriere,1,1,Orthodox,Featherweight,4,0,1,0,0,28,MALE,172.72,145,175.26,0.5
Vinicius Oliveira,2,0,Switch,Bantamweight,4,0,2,0,0,28,MALE,175.26,135,177.8,1.0
Charles Byrd,1,2,Orthodox,Middleweight,4,0,0,1,0,36,MALE,177.8,185,185.42,0.333
Charalampos Grigoriou,1,1,Orthodox,Bantamweight,4,0,1,0,0,32,MALE,170.18,135,170.18,0.5
Mauricio Ruffy,2,0,Orthodox,Catch Weight,4,0,2,0,0,28,MALE,180.34,155,190.5,1.0
Lucas Alexander,1,1,Orthodox,Featherweight,4,0,0,0,0,28,MALE,180.34,145,185.42,0.5
Cortavious Romious,1,1,Southpaw,Bantamweight,4,0,0,0,0,30,MALE,162.56,135,172.72,0.5
Roger Hollett,0,1,Orthodox,Light Heavyweight,3,0,0,0,0,34,MALE,180.34,205,177.8,0.0
Anthony Lapsley,0,1,Southpaw,Welterweight,3,0,0,0,0,34,MALE,175.26,170,180.34,0.0
Magomed Gadzhiyasulov,1,0,Orthodox,Light Heavyweight,3,0,0,0,0,30,MALE,187.96,205,190.5,1.0
Mizuki Inoue,1,0,Orthodox,Women's Strawweight,3,0,0,0,0,26,FEMALE,160.02,125,165.1,1.0
Mohammad Yahya,0,1,Switch,Lightweight,3,0,0,0,0,30,MALE,175.26,155,185.42,0.0
Tainara Lisboa,1,0,Orthodox,Women's Bantamweight,3,0,0,1,0,32,FEMALE,170.18,135,170.18,1.0
Sabah Homasi,0,2,Orthodox,Welterweight,3,0,0,0,0,29,MALE,182.88,170,182.88,0.0
Ryan Macdonald,0,1,Switch,Bantamweight,3,0,0,0,0,26,MALE,180.34,135,180.34,0.0
Allen Crowder,1,1,Orthodox,Heavyweight,3,0,0,0,0,29,MALE,190.5,245,193.04,0.5
Chris Avila,0,1,Orthodox,Featherweight,3,0,0,0,0,23,MALE,177.8,145,182.88,0.0
Dileno Lopes,0,1,Southpaw,Bantamweight,3,1,0,0,0,31,MALE,165.1,135,165.1,0.0
Che Mills,1,1,Orthodox,Welterweight,3,0,1,0,0,30,MALE,185.42,170,193.04,0.5
Yuri Villefort,0,1,Orthodox,Welterweight,3,0,0,0,0,22,MALE,182.88,170,185.42,0.0
Hernani Perpetuo,0,1,Orthodox,Welterweight,3,0,0,0,0,29,MALE,182.88,170,187.96,0.0
Sai Wang,0,1,Southpaw,Welterweight,3,1,0,0,0,28,MALE,182.88,170,182.88,0.0
Alice Ardelean,0,1,Orthodox,Women's Strawweight,3,0,0,0,0,32,FEMALE,160.02,115,157.48,0.0
Brok Weaver,1,1,Southpaw,Catch Weight,3,0,0,0,0,28,MALE,182.88,155,185.42,0.5
Ruan Potts,0,2,Orthodox,Heavyweight,3,0,0,0,0,37,MALE,187.96,247,190.5,0.0
Amilcar Alves,0,1,Southpaw,Welterweight,3,0,0,0,0,22,MALE,182.88,170,185.42,0.0
Roman Salazar,0,2,Orthodox,Bantamweight,3,0,0,0,0,27,MALE,170.18,135,170.18,0.0
Jorge De Oliveira,0,1,Orthodox,Lightweight,3,0,0,0,0,35,MALE,172.72,155,180.34,0.0
Angel Pacheco,0,1,Orthodox,Bantamweight,3,0,0,0,0,32,MALE,172.72,135,177.8,0.0
Rong Zhu,0,1,Orthodox,Lightweight,3,0,0,0,0,21,MALE,175.26,155,180.34,0.0
Ronys Torres,0,1,Orthodox,Lightweight,3,0,0,0,0,34,MALE,170.18,155,180.3,0.0
Jonny Parsons,1,0,Orthodox,Welterweight,3,0,0,0,0,31,MALE,175.26,170,175.26,1.0
Montserrat Rendon,1,0,Orthodox,Women's Bantamweight,3,0,0,0,0,35,FEMALE,172.72,135,172.72,1.0
Jonavin Webb,0,1,Orthodox,Welterweight,3,0,0,0,0,26,MALE,177.8,170,180.34,0.0
Andreas Stahl,0,1,Orthodox,Welterweight,3,0,0,0,0,27,MALE,180.34,170,185.42,0.0
Rosi Sexton,0,1,Orthodox,Women's Bantamweight,3,0,0,0,0,36,FEMALE,160.02,135,160.02,0.0
Harry Hunsucker,0,3,Orthodox,Light Heavyweight,3,0,0,0,0,33,MALE,187.96,205,190.5,0.0
Montserrat Conejo,1,0,Southpaw,Women's Strawweight,3,0,0,0,0,28,FEMALE,152.4,115,154.94,1.0
Rostem Akman,0,1,Switch,Welterweight,3,0,0,0,0,27,MALE,177.8,170,182.88,0.0
Yusuke Kasuya,0,1,Southpaw,Lightweight,3,0,0,0,0,27,MALE,170.18,155,170.18,0.0
Motonobu Tezuka,0,1,Southpaw,Bantamweight,3,0,0,0,0,25,MALE,170.18,135,167.64,0.0
Jonathan Meunier,0,1,Switch,Welterweight,3,0,0,0,0,29,MALE,190.5,170,190.5,0.0
Hailey Cowan,1,0,Southpaw,Women's Bantamweight,3,0,0,0,0,31,FEMALE,172.72,135,170.18,1.0
Jorge Lopez,0,1,Orthodox,Welterweight,3,0,0,0,0,23,MALE,177.8,170,183.0,0.0
Jose Daniel Medina,0,1,Orthodox,Middleweight,3,0,0,0,0,33,MALE,182.88,185,187.96,0.0
John Gunther,1,0,Orthodox,Lightweight,3,0,0,0,0,32,MALE,175.26,155,182.88,1.0
Bruno Souza,0,1,Orthodox,Featherweight,3,0,0,0,0,26,MALE,177.8,145,177.8,0.0
Dashon Johnson,0,1,Orthodox,Featherweight,3,0,0,0,0,26,MALE,170.18,145,177.8,0.0
Jesus Pinedo,1,0,Southpaw,Lightweight,3,0,0,0,0,22,MALE,177.8,155,187.96,1.0
Tim Gorman,0,1,Southpaw,Bantamweight,3,0,0,0,0,31,MALE,165.1,135,172.72,0.0
Michael Graves,1,0,Orthodox,Welterweight,3,0,0,0,0,25,MALE,177.8,170,180.34,1.0
Shauna Bannon,0,1,Switch,Women's Strawweight,3,0,0,0,0,30,FEMALE,165.1,115,165.1,0.0
Wagner Prado,0,2,Southpaw,Light Heavyweight,3,0,0,0,0,26,MALE,182.88,205,187.96,0.0
Jesse Bongfeldt,0,1,Orthodox,Middleweight,3,0,0,0,0,30,MALE,182.88,185,183.0,0.0
Colin Fletcher,0,1,Orthodox,Lightweight,3,1,0,0,0,30,MALE,187.96,155,198.12,0.0
Melissa Martinez,0,1,Southpaw,Women's Strawweight,3,0,0,0,0,27,FEMALE,157.48,115,167.64,0.0
Jeremy Kimball,1,2,Switch,Light Heavyweight,3,0,1,0,0,27,MALE,182.88,205,182.88,0.333
Jake Hecht,1,1,Orthodox,Welterweight,3,0,1,0,0,28,MALE,182.88,170,193.04,0.5
Silvana Gomez Juarez,1,2,Orthodox,Women's Strawweight,3,0,1,0,0,37,FEMALE,160.02,115,165.1,0.333
Simeon Thoresen,1,1,Orthodox,Welterweight,3,0,0,1,0,28,MALE,185.42,170,200.66,0.5
Sirwan Kakai,1,0,Orthodox,Bantamweight,3,0,0,0,0,25,MALE,165.1,135,167.64,1.0
Melinda Fabian,0,1,Orthodox,Women's Flyweight,3,0,0,0,0,30,FEMALE,167.64,125,167.64,0.0
Adlan Amagov,1,0,Orthodox,Welterweight,3,0,0,0,0,26,MALE,187.96,170,193.04,1.0
Thomas Gifford,0,1,Orthodox,Lightweight,3,0,0,0,0,27,MALE,185.42,155,190.5,0.0
Jc Cottrell,0,1,Orthodox,Lightweight,3,0,0,0,0,27,MALE,175.26,155,180.34,0.0
Stefan Sekulic,0,1,Southpaw,Welterweight,3,0,0,0,0,29,MALE,182.88,170,190.5,0.0
Stephanie Luciano,0,0,Orthodox,Women's Strawweight,3,0,0,0,0,24,FEMALE,167.64,115,165.1,
Cristina Stanciu,0,1,Orthodox,Women's Strawweight,3,0,0,0,0,22,FEMALE,160.02,115,162.56,0.0
Matt Bessette,0,1,Orthodox,Featherweight,3,0,0,0,0,33,MALE,177.8,145,177.8,0.0
Damacio Page,0,2,Orthodox,Bantamweight,3,0,0,0,0,29,MALE,167.64,135,167.64,0.0
Matt Veach,1,1,Orthodox,Lightweight,3,0,1,0,0,28,MALE,180.34,155,176.53,0.5
Dakota Bush,0,1,Orthodox,Lightweight,3,0,0,0,0,27,MALE,177.8,155,185.42,0.0
Abdul-Kareem Al-Selwady,1,0,Orthodox,Lightweight,3,0,0,0,0,28,MALE,172.72,155,175.26,1.0
Da Un Jung,1,0,Orthodox,Light Heavyweight,3,0,0,1,0,31,MALE,193.04,205,199.39,1.0
Michael Page,1,0,Switch,Welterweight,3,0,0,0,0,37,MALE,190.5,170,200.66,1.0
Michal Figlak,0,1,Orthodox,Lightweight,3,0,0,0,0,27,MALE,177.8,155,177.8,0.0
Horacio Gutierrez,0,1,Orthodox,Lightweight,3,1,0,0,0,25,MALE,177.8,145,175.26,0.0
Valter Walker,0,1,Orthodox,Heavyweight,3,0,0,0,0,26,MALE,198.12,265,198.12,0.0
John Cofer,0,1,Southpaw,Lightweight,3,0,0,0,0,28,MALE,175.26,155,185.42,0.0
Ali Alqaisi,0,1,Orthodox,Bantamweight,3,0,0,0,0,30,MALE,167.64,135,172.72,0.0
Alexis Dufresne,0,1,Orthodox,Women's Bantamweight,3,0,0,0,0,24,FEMALE,175.26,135,172.72,0.0
Milton Vieira,0,1,Orthodox,Featherweight,3,0,0,0,0,34,MALE,182.88,145,182.88,0.0
Joseph Morales,1,1,Switch,Flyweight,3,0,0,1,0,24,MALE,167.64,125,175.26,0.5
Chris Indich,0,1,Orthodox,Welterweight,3,0,0,0,0,27,MALE,177.8,170,185.42,0.0
Sarah Frota,0,1,Southpaw,Women's Flyweight,3,0,0,0,0,32,FEMALE,167.64,125,175.26,0.0
Mike Lullo,0,1,Orthodox,Lightweight,3,0,0,0,0,32,MALE,172.72,145,178.0,0.0
Alessandro Ricci,0,1,Orthodox,Lightweight,3,0,0,0,0,34,MALE,180.34,155,175.26,0.0
Joe Gigliotti,0,1,Orthodox,Middleweight,3,0,0,0,0,23,MALE,180.34,185,175.26,0.0
Daria Zhelezniakova,1,0,Orthodox,Women's Bantamweight,3,0,0,0,0,28,FEMALE,175.26,135,172.72,1.0
Joe Ellenberger,1,0,Orthodox,Lightweight,3,0,0,0,0,29,MALE,175.26,155,182.88,1.0
Christian Aguilera,1,1,Switch,Welterweight,3,0,1,0,0,29,MALE,175.26,170,182.88,0.5
Danyelle Wolf,1,0,Orthodox,Women's Featherweight,3,0,0,0,0,39,FEMALE,180.34,145,177.8,1.0
Danny Silva,1,0,Switch,Featherweight,3,0,0,0,0,27,MALE,180.34,145,177.8,1.0
Danny Mitchell,0,1,Orthodox,Welterweight,3,0,0,0,0,28,MALE,187.96,170,187.96,0.0
Joao Zeferino,0,1,Orthodox,Welterweight,3,0,0,0,0,27,MALE,180.34,170,185.42,0.0
Ikram Aliskerov,3,0,Southpaw,Middleweight,3,0,2,1,0,31,MALE,182.88,185,193.04,1.0
Danny Downes,0,1,Orthodox,Lightweight,3,0,0,0,0,25,MALE,182.88,155,182.88,0.0
Jin Soo Son,0,1,Orthodox,Bantamweight,3,0,0,0,0,26,MALE,167.64,135,175.26,0.0
Alan Omer,0,1,Orthodox,Featherweight,3,0,0,0,0,26,MALE,177.8,145,180.34,0.0
Jimmy Wallhead,0,1,Orthodox,Welterweight,3,0,0,0,0,33,MALE,177.8,170,185.42,0.0
Shamil Gamzatov,1,0,Orthodox,Light Heavyweight,3,0,0,0,0,31,MALE,187.96,205,193.04,1.0
Micheal Gillmore,0,1,Orthodox,Welterweight,3,0,0,0,0,34,MALE,180.34,170,182.88,0.0
Mark Holst,0,1,Orthodox,Lightweight,3,0,0,0,0,25,MALE,182.88,155,190.0,0.0
Zachary Reese,2,1,Switch,Middleweight,3,0,1,1,0,30,MALE,193.04,185,195.58,0.667
Roldan Sangcha-An,0,1,Orthodox,Flyweight,3,0,0,0,0,24,MALE,162.56,125,165.1,0.0
Quang Le,0,1,Orthodox,Bantamweight,3,0,0,0,0,33,MALE,167.64,135,177.8,0.0
Carli Judice,0,1,Southpaw,Women's Flyweight,3,0,0,0,0,25,FEMALE,170.18,125,172.72,0.0
Ben Sosoli,0,0,Southpaw,Heavyweight,3,0,0,0,0,30,MALE,175.26,265,182.88,
Nikolay Veretennikov,0,1,Orthodox,Welterweight,3,0,0,0,0,34,MALE,185.42,170,190.5,0.0
Erick Gonzalez,0,2,Orthodox,Lightweight,3,0,0,0,0,31,MALE,180.34,155,190.5,0.0
Kevin Ferguson,1,0,Orthodox,Heavyweight,3,0,0,0,0,36,MALE,187.96,235,195.58,1.0
Fernando Bruno,0,1,Southpaw,Featherweight,3,1,0,0,0,34,MALE,167.64,145,177.8,0.0
Tateki Matsuda,0,1,Orthodox,Flyweight,3,0,0,0,0,28,MALE,170.18,125,165.1,0.0
Leonardo Augusto Leleco,0,1,Orthodox,Middleweight,3,0,0,0,0,34,MALE,182.88,185,185.42,0.0
Leonardo Morales,0,1,Southpaw,Bantamweight,3,1,0,0,0,22,MALE,172.72,135,172.72,0.0
Ottman Azaitar,2,1,Switch,Lightweight,3,0,2,0,0,33,MALE,172.72,155,180.34,0.667
Yanis Ghemmouri,0,1,Orthodox,Bantamweight,3,0,0,0,0,29,MALE,175.26,135,175.26,0.0
Donny Walker,0,1,Orthodox,Bantamweight,3,0,0,0,0,31,MALE,175.26,135,180.0,0.0
Justin Jones,0,1,Orthodox,Middleweight,3,0,0,0,0,27,MALE,180.34,185,198.12,0.0
Barb Honchak,0,1,Orthodox,Women's Flyweight,3,0,0,0,0,38,FEMALE,162.56,125,165.1,0.0
Kelly Faszholz,0,1,Orthodox,Women's Bantamweight,3,0,0,0,0,31,FEMALE,172.72,135,170.18,0.0
Nick Fiore,0,1,Orthodox,Lightweight,3,0,0,0,0,25,MALE,177.8,155,182.88,0.0
Enrique Marin,0,1,Orthodox,Lightweight,3,1,0,0,0,29,MALE,177.8,170,187.96,0.0
Azat Maksum,1,0,Southpaw,Flyweight,3,0,0,0,0,29,MALE,170.18,125,177.8,1.0
Brandon Jenkins,0,1,Switch,Lightweight,3,0,0,0,0,30,MALE,182.88,155,180.34,0.0
Kyle Prepolec,0,1,Southpaw,Lightweight,3,0,0,0,0,30,MALE,177.8,170,177.8,0.0
Kwan Ho Kwak,0,1,Switch,Bantamweight,3,0,0,0,0,27,MALE,165.1,135,177.8,0.0
Leah Letson,1,0,Southpaw,Women's Featherweight,3,0,0,0,0,29,FEMALE,170.18,145,180.34,1.0
Eddie Yagin,0,1,Orthodox,Featherweight,3,0,0,0,0,33,MALE,170.18,145,175.0,0.0
Landon Quinones,0,1,Southpaw,Lightweight,3,0,0,0,0,28,MALE,175.26,155,177.8,0.0
Paul Bradley,0,1,Orthodox,Welterweight,3,0,0,0,0,28,MALE,175.26,170,183.0,0.0
Ernesta Kareckaite,1,0,Orthodox,Women's Flyweight,3,0,0,0,0,25,FEMALE,175.26,125,180.34,1.0
Kaue Fernandes,0,1,Orthodox,Lightweight,3,0,0,0,0,29,MALE,175.26,155,185.42,0.0
Nolan Ticman,0,1,Orthodox,Flyweight,3,0,0,0,0,26,MALE,167.64,125,175.26,0.0
Oliver Enkamp,0,1,Switch,Welterweight,3,0,0,0,0,26,MALE,182.88,170,195.58,0.0
Kris Mccray,0,2,Orthodox,Welterweight,3,1,0,0,0,29,MALE,182.88,170,193.04,0.0
Kyle Watson,1,0,Orthodox,Lightweight,3,0,0,0,0,31,MALE,182.88,155,178.0,1.0
Ericka Almeida,0,1,Orthodox,Women's Strawweight,3,0,0,0,0,26,FEMALE,167.64,115,172.72,0.0
Konstantin Erokhin,0,1,Orthodox,Heavyweight,3,0,0,0,0,32,MALE,180.34,230,185.42,0.0
Bernardo Magalhaes,0,1,Orthodox,Lightweight,3,0,0,0,0,31,MALE,175.26,155,165.1,0.0
Phillip Hawes,1,1,Orthodox,Middleweight,3,0,1,0,0,31,MALE,182.88,185,195.58,0.5
Tom Deblass,0,1,Orthodox,Middleweight,3,0,0,0,0,30,MALE,182.88,185,190.5,0.0
Patrick Walsh,1,0,Southpaw,Light Heavyweight,3,0,0,0,0,26,MALE,180.34,185,180.34,1.0
Lavar Johnson,2,1,Orthodox,Heavyweight,3,0,2,0,0,35,MALE,193.04,240,208.28,0.667
Philip Rowe,1,0,Orthodox,Welterweight,3,0,1,0,0,30,MALE,190.5,170,203.2,1.0
Liudvik Sholinian,0,1,Orthodox,Bantamweight,3,0,0,0,0,32,MALE,177.8,135,180.34,0.0
Levan Makashvili,1,0,Orthodox,Featherweight,3,0,0,0,0,26,MALE,172.72,145,172.72,1.0
Tom Nolan,2,1,Southpaw,Lightweight,3,0,2,0,0,24,MALE,190.5,155,185.42,0.667
Chanmi Jeon,0,1,Orthodox,Women's Strawweight,3,0,0,0,0,20,FEMALE,165.1,115,170.18,0.0
Ashkan Mokhtarian,0,1,Southpaw,Flyweight,3,0,0,0,0,32,MALE,167.64,125,170.18,0.0
Luan Lacerda,0,1,Orthodox,Bantamweight,3,0,0,0,0,30,MALE,170.18,135,180.34,0.0
Brianna Van Buren,1,0,Southpaw,Women's Strawweight,3,0,0,0,0,26,FEMALE,152.4,115,157.48,1.0
Josh Ferguson,0,1,Orthodox,Flyweight,3,0,0,0,0,24,MALE,165.1,125,167.64,0.0
Buddy Roberts,1,0,Orthodox,Middleweight,3,0,0,0,0,29,MALE,187.96,185,193.0,1.0
Charlie Ontiveros,0,2,Switch,Lightweight,3,0,0,0,0,31,MALE,187.96,155,187.96,0.0
Dmitrii Smoliakov,0,2,Switch,Heavyweight,3,0,0,0,0,36,MALE,187.96,253,187.96,0.0
Naoki Inoue,1,0,Orthodox,Flyweight,3,0,0,0,0,21,MALE,175.26,125,180.34,1.0
Paul Redmond,0,1,Orthodox,Featherweight,3,0,0,0,0,28,MALE,177.8,145,177.8,0.0
Josh Copeland,0,1,Orthodox,Heavyweight,3,0,0,0,0,32,MALE,185.42,265,190.5,0.0
Brock Jardine,0,1,Orthodox,Welterweight,3,0,0,0,0,27,MALE,180.34,170,185.42,0.0
Josh Clopton,0,1,Orthodox,Featherweight,3,0,0,0,0,32,MALE,167.64,145,172.72,0.0
Kris Moutinho,0,1,Southpaw,Bantamweight,3,0,0,0,0,29,MALE,170.18,135,172.72,0.0
Nah-Shon Burrell,1,0,Orthodox,Welterweight,3,0,0,0,0,23,MALE,180.34,170,185.42,1.0
Brogan Walker,0,1,Switch,Women's Flyweight,3,0,0,0,0,34,FEMALE,162.56,125,170.18,0.0
Rin Nakai,0,1,Orthodox,Women's Bantamweight,3,0,0,0,0,29,FEMALE,154.94,135,152.4,0.0
Bristol Marunde,0,1,Orthodox,Middleweight,3,0,0,0,0,31,MALE,185.42,170,180.34,0.0
Vince Cachero,0,1,Orthodox,Bantamweight,3,0,0,0,0,31,MALE,167.64,145,172.72,0.0
Pearl Gonzalez,0,1,Orthodox,Women's Strawweight,3,0,0,0,0,31,FEMALE,162.56,115,172.72,0.0
Ricardo Romero,1,1,Orthodox,Light Heavyweight,3,0,0,1,0,33,MALE,182.88,205,193.04,0.5
Nick Aguirre,0,1,Southpaw,Bantamweight,3,0,0,0,0,27,MALE,175.26,135,187.96,0.0
Julie Kedzie,0,1,Orthodox,Women's Bantamweight,3,0,0,0,0,32,FEMALE,165.1,135,162.56,0.0
Gabriel Miranda,1,1,Orthodox,Featherweight,3,0,0,1,0,34,MALE,180.34,145,180.34,0.5
Gabe Ruediger,0,2,Orthodox,Lightweight,3,0,0,0,0,33,MALE,177.8,155,178.0,0.0
Julio Paulino,0,1,Orthodox,Welterweight,3,0,0,0,0,34,MALE,182.88,170,185.42,0.0
